2062	2999	2999
2062	2999	2999
2062	2999	2999
2062	2999	2999
2062	2999	2999
2062	2999	2999
2062	2999	2999
2062	2999	2999
2062	2999	2999
2062	2999	2999
2062	2999	2999
2062	2999	2999
2078	2999	2999
2078	2999	2999
2078	2999	2999
2078	2999	2999
2078	2999	2999
2078	2999	2999
2078	2999	2999
2078	2999	2999
2078	2999	2999
2078	2999	2999
2078	2999	2999
2078	2999	2999
2093	2999	2999
2093	2999	2999
2093	2999	2999
2093	2999	2999
2093	2999	2999
2093	2999	2999
2093	2999	2999
2093	2999	2999
2093	2999	2999
2093	2999	2999
2093	2999	2999
2093	2999	2999
2109	2999	2999
2109	2999	2999
2109	2999	2999
2109	2999	2999
2109	2999	2999
2109	2999	2999
2125	2999	2999
2140	2999	2999
2140	2999	2999
2156	2999	2999
2171	2999	2999
2187	2999	2999
2203	2999	2999
2203	2999	2999
2218	2999	2999
2234	2999	2999
2250	2999	2999
2265	2999	2999
2265	2999	2999
2281	2999	2999
2296	2999	2999
2312	2999	2999
2328	2999	2999
2328	2999	2999
2343	2999	2999
2359	2999	2999
2375	2999	2999
2390	2999	2999
2390	2999	2999
2406	2999	2999
2421	2999	2999
2437	2999	2999
2453	2999	2999
2453	2999	2999
2468	2999	2999
2484	2999	2999
2500	2999	2999
2515	2999	2999
2515	2999	2999
2531	2999	2999
2546	2999	2999
2562	2999	2999
2578	2999	2999
2578	2999	2999
2593	2999	2999
2609	2999	2999
2625	2999	2999
2640	2999	2999
2640	2999	2999
2656	2999	2999
2671	2999	2999
2687	2999	2999
2703	2999	2999
2703	2999	2999
2718	2999	2999
2734	2999	2999
2750	2999	2999
2765	2999	2999
2765	2999	2999
2781	2999	2999
2796	2999	2999
2812	2999	2999
2828	2999	2999
2828	2999	2999
2843	2999	2999
2859	2999	2999
2875	2953	500
2890	2953	500
2890	2953	548
2906	2953	548
2921	2953	668
2937	2953	812
2953	2953	812
2953	2953	956
2968	2953	956
2984	2953	1052
3000	2953	1052
3015	2953	1124
3015	2953	1221
3031	2953	1221
3046	2953	1341
3062	2953	1461
3078	2953	1461
3078	2953	1581
3093	2953	1701
3109	2953	1701
3125	2953	1822
3140	2953	1918
3140	2953	1918
3156	2953	1918
3171	2953	1990
3187	2953	2086
3203	2953	2086
3203	2953	2182
3218	2953	2302
3234	2953	2302
3250	2953	2398
3265	2953	2519
3265	2953	2519
3281	2953	2591
3296	2953	2663
3312	2953	2663
3328	2953	2711
3328	2953	2783
3343	2953	2783
3359	2953	2855
3375	2953	2855
3390	2953	2927
3390	2953	2927
3406	2953	3000
3421	2953	3123
3437	2953	3123
3453	2953	3247
3453	2953	3346
3468	2953	3346
3484	2953	3445
3500	2953	3544
3500	2953	3544
3515	2953	3643
3531	2953	3643
3546	2953	3717
3562	2953	3792
3578	2953	3792
3578	2953	3891
3593	2953	3965
3609	2953	3965
3625	2953	4064
3625	2953	4138
3640	2953	4138
3656	2953	4212
3671	2953	4212
3687	2953	4311
3703	2953	4361
3703	2953	4361
3718	2953	4410
3734	2953	4410
3750	2953	4435
3750	2953	4485
3765	2953	4485
3781	2953	4534
3796	2953	4608
3812	2953	4608
3828	2953	4683
3828	2953	4757
3843	2953	4757
3859	2953	4806
3875	2953	4881
3875	2953	4881
3890	2953	4930
3906	2953	4930
3921	2953	5029
3937	2953	5029
3953	2953	5103
3953	2953	5153
3968	2953	5153
3984	2953	5178
4000	2953	5227
4000	2953	5227
4015	2953	5252
4031	2953	5277
4046	2953	5277
4062	2953	5277
4078	2953	5277
4078	2953	5277
4093	2953	5277
4109	2953	5277
4125	2953	5277
4125	2953	5277
4140	2953	5277
4156	2953	5277
4171	2953	5277
4187	2953	5277
4203	2953	5277
4203	2953	5277
4218	2953	5277
4234	2953	5277
4250	2953	5277
4250	2953	5277
4265	2953	5277
4281	2953	5277
4296	2953	5277
4312	2953	5277
4328	2953	5277
4328	2953	5277
4343	2953	5277
4359	2953	5277
4375	2953	5277
4375	2953	5277
4390	2953	5277
4406	2953	5277
4421	2953	5277
4437	2953	5277
4453	2953	5277
4453	2953	5252
4468	2953	5252
4484	2953	5252
4500	2953	5252
4500	2953	5252
4515	2953	5227
4531	2953	5202
4546	2953	5202
4562	2953	5103
4578	2953	5004
4578	2953	5004
4593	2953	4881
4609	2953	4732
4625	2953	4732
4625	2953	4608
4640	2953	4608
4656	2953	4509
4671	2953	4386
4687	2953	4386
4703	2953	4237
4703	2953	4237
4718	2953	4089
4734	2953	3940
4750	2953	3940
4750	2953	3792
4765	2953	3643
4781	2953	3643
4796	2953	3495
4812	2953	3396
4828	2953	3396
4828	2953	3321
4843	2953	3321
4859	2953	3222
4875	2953	3148
4875	2953	3148
4890	2953	3049
4906	2953	3049
4921	2953	2975
4937	2953	2879
4937	2953	2879
4953	2953	2759
4968	2953	2615
4984	2953	2615
5000	2953	2447
5000	2953	2278
5015	2953	2278
5031	2953	2110
5046	2953	2110
5062	2953	1966
5062	2953	1822
5078	2953	1822
5093	2953	1653
5109	2953	1461
5125	2953	1461
5125	2953	1269
5140	2953	1076
5156	2953	1076
5171	2953	908
5187	2953	740
5187	2953	740
5203	2953	620
5218	2953	620
5234	2953	548
5250	2953	548
5250	2953	500
5265	2953	500
5281	2953	500
5296	2953	500
5312	2953	500
5312	2953	500
5328	2953	500
5343	2953	500
5359	2953	500
5375	2953	500
5375	2953	500
5390	2953	500
5406	2953	500
5421	2953	500
5437	2953	500
5437	2953	500
5453	2953	500
5468	2953	500
5484	2953	500
5500	2953	500
5500	2953	500
5515	2953	500
5531	2953	500
5546	2953	500
5562	2953	500
5562	2953	500
5578	2953	500
5593	2953	500
5609	2953	500
5625	2953	500
5625	2953	500
5640	2953	500
5656	2953	500
5671	2953	500
5687	2953	500
5687	2953	500
5703	2953	500
5718	2953	500
5734	2953	500
5750	2953	500
5750	2953	500
5765	2953	500
5781	2953	500
5796	2953	500
5812	2953	500
5812	2953	500
5828	2953	500
5843	2953	500
5859	2953	500
5875	2953	500
5875	2953	500
5890	2953	500
5906	2953	500
5921	2953	500
5937	2953	500
5937	2953	500
5953	2953	500
5968	2953	500
5984	2953	500
6000	2953	500
6000	2953	500
6015	2953	500
6031	2953	500
6046	2953	500
6062	2953	500
6062	2953	500
6078	2953	500
6093	2953	500
6109	2953	500
6125	2953	500
6140	2953	500
6140	2953	500
6156	2953	500
6171	2953	500
